header,status,isis9_sha256,isis10_sha256,classes_added,classes_removed,classes_common,enums_added,enums_removed,enums_common,callables_added,callables_removed,deprecated_added,deprecated_removed
ControlNetFilter.h,identical,81e83c27ef694ae5587f44c23edcb216ad665a45bb4486d7dccfa70b0a46c3b2,81e83c27ef694ae5587f44c23edcb216ad665a45bb4486d7dccfa70b0a46c3b2,,,"ControlMeasure
ControlNet
ControlNetFilter
ControlPoint",,,,,,,
ControlNetGraphicsItem.h,identical,8d8a536971ef96028cfb7b98a4b7bd76b1af2469671ca391aa1c8bdf4b085b51,8d8a536971ef96028cfb7b98a4b7bd76b1af2469671ca391aa1c8bdf4b085b51,,,"ControlNet
ControlNetGraphicsItem
ControlPoint
MosaicSceneWidget
Projection
SerialNumberList
UniversalGroundMap",,,,,,,
ControlNetLogDataProtoV0001.pb.h,changed_declarations,9262417a1b516e0dfc3227fb069ab66da3f0b007f3017bdace3f7a1d685ae8c4,6d8c2ce21efef66a21dc724b5d9021cb137edc26f65277b8aaca4d093b57eb7f,,AnyMetadata,"ControlNetLogDataProtoV0001
ControlNetLogDataProtoV0001DefaultTypeInternal
ControlNetLogDataProtoV0001_Point
ControlNetLogDataProtoV0001_PointDefaultTypeInternal
ControlNetLogDataProtoV0001_Point_Measure
ControlNetLogDataProtoV0001_Point_MeasureDefaultTypeInternal
ControlNetLogDataProtoV0001_Point_Measure_DataEntry
ControlNetLogDataProtoV0001_Point_Measure_DataEntryDefaultTypeInternal
Impl_
TableStruct_ControlNetLogDataProtoV0001_2eproto
_Internal",,,,"::Isis::ControlNetLogDataProtoV0001_Point*PROTOBUF_NONNULL add_points();
::Isis::ControlNetLogDataProtoV0001_Point*PROTOBUF_NONNULL mutable_points(int index);
::Isis::ControlNetLogDataProtoV0001_Point_Measure*PROTOBUF_NONNULL add_measures();
::Isis::ControlNetLogDataProtoV0001_Point_Measure*PROTOBUF_NONNULL mutable_measures(int index);
::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry*PROTOBUF_NONNULL add_loggedmeasuredata();
::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry*PROTOBUF_NONNULL mutable_loggedmeasuredata(int index);
::google::protobuf::Metadata GetMetadata()const;
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point>*PROTOBUF_NONNULL _internal_mutable_points();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point>*PROTOBUF_NONNULL mutable_points();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure>*PROTOBUF_NONNULL _internal_mutable_measures();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure>*PROTOBUF_NONNULL mutable_measures();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry>*PROTOBUF_NONNULL _internal_mutable_loggedmeasuredata();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry>*PROTOBUF_NONNULL mutable_loggedmeasuredata();
::google::protobuf::internal::SizedDelete(msg,sizeof(ControlNetLogDataProtoV0001));
::google::protobuf::internal::SizedDelete(msg,sizeof(ControlNetLogDataProtoV0001_Point));
::google::protobuf::internal::SizedDelete(msg,sizeof(ControlNetLogDataProtoV0001_Point_Measure));
::google::protobuf::internal::SizedDelete(msg,sizeof(ControlNetLogDataProtoV0001_Point_Measure_DataEntry));
::google::protobuf::internal::TSanRead(&_impl_);
::google::protobuf::internal::TSanWrite(&_impl_);
::uint8_t*PROTOBUF_NONNULL _InternalSerialize(::uint8_t*PROTOBUF_NONNULL target,::google::protobuf::io::EpsCopyOutputStream*PROTOBUF_NONNULL stream)const final;
ABSL_ATTRIBUTE_REINITIALIZES void Clear()PROTOBUF_FINAL;
ControlNetLogDataProtoV0001(::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const ControlNetLogDataProtoV0001&from);
ControlNetLogDataProtoV0001_Point(::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const ControlNetLogDataProtoV0001_Point&from);
ControlNetLogDataProtoV0001_Point_Measure(::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const ControlNetLogDataProtoV0001_Point_Measure&from);
ControlNetLogDataProtoV0001_Point_Measure_DataEntry(::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const ControlNetLogDataProtoV0001_Point_Measure_DataEntry&from);
SharedDtor(*msg);
const::google::protobuf::internal::ClassData*PROTOBUF_NONNULL GetClassData()const PROTOBUF_FINAL;
explicit ControlNetLogDataProtoV0001(::google::protobuf::Arena*PROTOBUF_NULLABLE arena);
explicit ControlNetLogDataProtoV0001_Point(::google::protobuf::Arena*PROTOBUF_NULLABLE arena);
explicit ControlNetLogDataProtoV0001_Point_Measure(::google::protobuf::Arena*PROTOBUF_NULLABLE arena);
explicit ControlNetLogDataProtoV0001_Point_Measure_DataEntry(::google::protobuf::Arena*PROTOBUF_NULLABLE arena);
inline explicit Impl_(::google::protobuf::internal::InternalVisibility visibility,::google::protobuf::Arena*PROTOBUF_NULLABLE arena);
inline explicit Impl_(::google::protobuf::internal::InternalVisibility visibility,::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const Impl_&from,const ControlNetLogDataProtoV0001&from_msg);
inline explicit Impl_(::google::protobuf::internal::InternalVisibility visibility,::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const Impl_&from,const ControlNetLogDataProtoV0001_Point&from_msg);
inline explicit Impl_(::google::protobuf::internal::InternalVisibility visibility,::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const Impl_&from,const ControlNetLogDataProtoV0001_Point_Measure&from_msg);
inline explicit Impl_(::google::protobuf::internal::InternalVisibility visibility,::google::protobuf::Arena*PROTOBUF_NULLABLE arena,const Impl_&from,const ControlNetLogDataProtoV0001_Point_Measure_DataEntry&from_msg);
static bool IsInitializedImpl(const MessageLite&msg);
static constexpr auto InternalGenerateClassData_();
static constexpr auto InternalNewImpl_();
static void MergeImpl(::google::protobuf::MessageLite&to_msg,const::google::protobuf::MessageLite&from_msg);
static void SharedDtor(MessageLite&self);
static void*PROTOBUF_NONNULL PlacementNew_(const void*PROTOBUF_NONNULL,void*PROTOBUF_NONNULL mem,::google::protobuf::Arena*PROTOBUF_NULLABLE arena);
static::size_t ByteSizeLong(const::google::protobuf::MessageLite&msg);
static::uint8_t*PROTOBUF_NONNULL _InternalSerialize(const::google::protobuf::MessageLite&msg,::uint8_t*PROTOBUF_NONNULL target,::google::protobuf::io::EpsCopyOutputStream*PROTOBUF_NONNULL stream);
template<typename T>::absl::string_view GetAnyMessageName();
template<typename T>friend::absl::string_view(::google::protobuf::internal::GetAnyMessageName)();
void InternalSwap(ControlNetLogDataProtoV0001*PROTOBUF_NONNULL other);
void InternalSwap(ControlNetLogDataProtoV0001_Point*PROTOBUF_NONNULL other);
void InternalSwap(ControlNetLogDataProtoV0001_Point_Measure*PROTOBUF_NONNULL other);
void InternalSwap(ControlNetLogDataProtoV0001_Point_Measure_DataEntry*PROTOBUF_NONNULL other);
void SharedCtor(::google::protobuf::Arena*PROTOBUF_NULLABLE arena);
~ControlNetLogDataProtoV0001()PROTOBUF_FINAL;
~ControlNetLogDataProtoV0001_Point()PROTOBUF_FINAL;
~ControlNetLogDataProtoV0001_Point_Measure()PROTOBUF_FINAL;
~ControlNetLogDataProtoV0001_Point_Measure_DataEntry()PROTOBUF_FINAL;","::Isis::ControlNetLogDataProtoV0001_Point*add_points();
::Isis::ControlNetLogDataProtoV0001_Point*mutable_points(int index);
::Isis::ControlNetLogDataProtoV0001_Point_Measure*add_measures();
::Isis::ControlNetLogDataProtoV0001_Point_Measure*mutable_measures(int index);
::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry*add_loggedmeasuredata();
::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry*mutable_loggedmeasuredata(int index);
::google::protobuf::Metadata GetMetadata()const final;
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point>*_internal_mutable_points();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point>*mutable_points();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure>*_internal_mutable_measures();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure>*mutable_measures();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry>*_internal_mutable_loggedmeasuredata();
::google::protobuf::RepeatedPtrField<::Isis::ControlNetLogDataProtoV0001_Point_Measure_DataEntry>*mutable_loggedmeasuredata();
::google::protobuf::internal::CachedSize*AccessCachedSize()const final;
::uint8_t*_InternalSerialize(::uint8_t*target,::google::protobuf::io::EpsCopyOutputStream*stream)const final;
ControlNetLogDataProtoV0001(::google::protobuf::Arena*arena,const ControlNetLogDataProtoV0001&from);
ControlNetLogDataProtoV0001_Point(::google::protobuf::Arena*arena,const ControlNetLogDataProtoV0001_Point&from);
ControlNetLogDataProtoV0001_Point_Measure(::google::protobuf::Arena*arena,const ControlNetLogDataProtoV0001_Point_Measure&from);
ControlNetLogDataProtoV0001_Point_Measure_DataEntry(::google::protobuf::Arena*arena,const ControlNetLogDataProtoV0001_Point_Measure_DataEntry&from);
PROTOBUF_ATTRIBUTE_REINITIALIZES void Clear()final;
PROTOBUF_TSAN_READ(&_impl_._tsan_detect_race);
PROTOBUF_TSAN_WRITE(&_impl_._tsan_detect_race);
bool IsInitialized()const final;
const char*_InternalParse(const char*ptr,::google::protobuf::internal::ParseContext*ctx)final;
const::google::protobuf::Message::ClassData*GetClassData()const final;
explicit ControlNetLogDataProtoV0001(::google::protobuf::Arena*arena);
explicit ControlNetLogDataProtoV0001_Point(::google::protobuf::Arena*arena);
explicit ControlNetLogDataProtoV0001_Point_Measure(::google::protobuf::Arena*arena);
explicit ControlNetLogDataProtoV0001_Point_Measure_DataEntry(::google::protobuf::Arena*arena);
inline explicit Impl_(::google::protobuf::internal::InternalVisibility visibility,::google::protobuf::Arena*arena);
inline explicit Impl_(::google::protobuf::internal::InternalVisibility visibility,::google::protobuf::Arena*arena,const Impl_&from);
static void MergeImpl(::google::protobuf::Message&to_msg,const::google::protobuf::Message&from_msg);
void InternalSwap(ControlNetLogDataProtoV0001*other);
void InternalSwap(ControlNetLogDataProtoV0001_Point*other);
void InternalSwap(ControlNetLogDataProtoV0001_Point_Measure*other);
void InternalSwap(ControlNetLogDataProtoV0001_Point_Measure_DataEntry*other);
void SharedCtor(::google::protobuf::Arena*arena);
void SharedDtor();
~ControlNetLogDataProtoV0001()override;
~ControlNetLogDataProtoV0001_Point()override;
~ControlNetLogDataProtoV0001_Point_Measure()override;
~ControlNetLogDataProtoV0001_Point_Measure_DataEntry()override;",,
ControlNetStatistics.h,identical,8148de71e044d676056b9e4221425458d8d63f57e139ef8ec164abffc27fecc7,8148de71e044d676056b9e4221425458d8d63f57e139ef8ec164abffc27fecc7,,,"ControlNet
ControlNetStatistics
Progress
PvlGroup",,,"ImageStats
ePointDetails
ePointDoubleStats
ePointIntStats",,,,
ControlNetTool.h,identical,7a1f70b5ac9c36a18bda4caa5649f957b832f1ef2c3d083d6a6d526fc8e4424b,7a1f70b5ac9c36a18bda4caa5649f957b832f1ef2c3d083d6a6d526fc8e4424b,,,"ControlMeasure
ControlNet
ControlNetTool
ControlPointEdit
Cube
CubeDnView
CubeViewport
Directory
MainWindow
MdiCubeViewport
QnetHoldPointDialog
SerialNumberList
Stretch
ToolPad
UniversalGroundMap",,,,,,,
ControlNetValidMeasure.h,identical,da518c55e84d7a8090e0fec3ae7a2f0a50a372503f20bf561f6ece4f8fb70928,da518c55e84d7a8090e0fec3ae7a2f0a50a372503f20bf561f6ece4f8fb70928,,,"Camera
ControlMeasure
ControlNet
ControlNetValidMeasure
Cube
MeasureValidationResults",,,,,,,
ControlNetVersioner.h,identical,a3c01eda03a64ad7498db13e33718f5950eb6f529a3ca6795b500e42c59f6f98,a3c01eda03a64ad7498db13e33718f5950eb6f529a3ca6795b500e42c59f6f98,,,"ControlNetHeaderV0001
ControlNetVersioner
ControlPointV0001
ControlPointV0002
ControlPointV0003
FileName
Progress
Pvl
PvlContainer
PvlObject
QString",,,,,,,
ControlNetVitals.h,identical,304555b5500d58ecace9ded43de168bea2336b7b2f8d28d19f1a49dee46d9f34,304555b5500d58ecace9ded43de168bea2336b7b2f8d28d19f1a49dee46d9f34,,,"ControlNet
ControlNetVitals",,,,,,,
ControlPoint.h,changed_declarations,44a427d0696df41c52d636ab8fac61f2b5acfbe815cebe9cfa419df0cc5c26b3,9aae922caa55c8b6650fb26328a595c5160419252b6febe07a29a97b83fd2cb6,,QStringList,"ControlNet
ControlPoint
ControlPointFileEntryV0002
Latitude
Longitude
PBControlNetLogData_Point
PBControlNet_PBControlPoint
PvlObject
QHash
RadiusSource
Statistics
SurfacePointSource",,,"ConstraintStatus
ModType
PointType
Source
Status",,,,
ControlPointCloudPt.h,identical,72e9416746ff63ba14300cf2e7f4e0061a3c1520e9e680c04508c320e82a4c22,72e9416746ff63ba14300cf2e7f4e0061a3c1520e9e680c04508c320e82a4c22,,,"ControlPointCloudPt
ControlPointData",,,"CoordinateType
Ownership",,,,
ControlPointEdit.h,identical,cf42bed94336794c4cf4f353e391f5bf13f842b95e373dd29e6c6ffb1734a8e3,cf42bed94336794c4cf4f353e391f5bf13f842b95e373dd29e6c6ffb1734a8e3,,,"AutoReg
Chip
ChipViewport
ControlMeasure
ControlNet
ControlPointEdit
Cube
CubeViewport
QCheckBox
QDial
QDoubleSpinBox
QHBoxLayout
QLCDNumber
QLabel
QPalette
QPushButton
QRadioButton
QScrollBar
QString
QTimer
QToolButton
QVBoxLayout
Stretch
Tool
UniversalGroundMap",,,,,,,
ControlPointEditView.h,identical,2f8d9399fa6ea35631323be540bf12bb0042a8824b43677c2d569c936eee8188,2f8d9399fa6ea35631323be540bf12bb0042a8824b43677c2d569c936eee8188,,,"Control
ControlPointEditView
ControlPointEditWidget
Directory
ProjectItem
ToolPad",,,,,,,
ControlPointEditWidget.h,identical,a2f482ac15925b91a87b0f893224025e45a395f0b1ef4606654a5f34b54d8515,a2f482ac15925b91a87b0f893224025e45a395f0b1ef4606654a5f34b54d8515,,,"Control
ControlMeasure
ControlMeasureEditWidget
ControlNet
ControlPointEditWidget
Cube
CubeViewport
Directory
MdiCubeViewport
QAction
QBoxLayout
QCheckBox
QComboBox
QGroupBox
QLabel
QMainWindow
QObject
QPainter
QPoint
QPushButton
QSplitter
QStackedWidget
QStandardItemModel
QString
QTableWidget
QTextEdit
QWidget
SerialNumberList
Stretch
ToolPad
UniversalGroundMap",,,,,,,
