Priority Rank,Suggested Priority,Priority Reason,Class,Module Category,Generated CSV,Todo Status,Class Symbol Status,Y Count,N Count,Partial Count,Open Items,Total Items,Completion Percent,Source,Binding,Class Note
1,High,Already exported in Python with a small remaining API gap,OsirisRexOcamsCamera,OSIRIS-REx,osirisrex_osiris_rex_ocams_camera_methods.csv,已转换,Y,5,0,0,0,5,100.00,isis/src/osirisrex/objs/OsirisRexOcamsCamera/OsirisRexOcamsCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造函数、快门时间与 SPICE ID 方法；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,OsirisRexTagcamsCamera,OSIRIS-REx,osirisrex_osiris_rex_tagcams_camera_methods.csv,已转换,Y,5,0,0,0,5,100.00,isis/src/osirisrex/objs/OsirisRexTagcamsCamera/OsirisRexTagcamsCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造函数、快门时间与 SPICE ID 方法；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,OsirisRexTagcamsDistortionMap,OSIRIS-REx,osirisrex_osiris_rex_tagcams_distortion_map_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/osirisrex/objs/OsirisRexTagcamsCamera/OsirisRexTagcamsDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造函数、温度配置与失真映射方法；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,PvlSequence,Parsing,base_pvl_sequence_methods.csv,已转换,Y,10,0,0,0,10,100.00,isis/src/base/objs/PvlSequence/PvlSequence.h,src/base/bind_base_pvl.cpp,
1,High,Already exported in Python with a small remaining API gap,AtmosModelFactory,Pattern Matching,base_atmos_model_factory_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/AtmosModelFactory/AtmosModelFactory.h,isis_pybind_standalone/src/base/bind_base_photometry.cpp,2026-04-04 已在 bind_base_photometry.cpp 暴露 create 静态工厂方法并补最小工厂链单测
1,High,Already exported in Python with a small remaining API gap,AutoRegFactory,Pattern Matching,base_auto_reg_factory_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/AutoRegFactory/AutoRegFactory.h,src/base/bind_auto_reg_factory.cpp,2026-04-03 已在 bind_auto_reg_factory.cpp 暴露 create 静态工厂方法
1,High,Already exported in Python with a small remaining API gap,Centroid,Pattern Matching,base_centroid_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/base/objs/Centroid/Centroid.h,isis_pybind_standalone/src/base/bind_base_pattern.cpp,2026-04-08 已在 src/base/bind_base_pattern.cpp 暴露构造/select/set_dn_range/get_min_dn/get_max_dn，并补 Chip 连通域 focused 单测与 smoke 覆盖
1,High,Already exported in Python with a small remaining API gap,MaximumCorrelation,Pattern Matching,base_maximum_correlation_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/MaximumCorrelation/MaximumCorrelation.h,isis_pybind_standalone/src/base/bind_base_pattern.cpp,2026-04-02 已在 bind_base_pattern.cpp 暴露构造函数，继承 AutoReg 全部方法
1,High,Already exported in Python with a small remaining API gap,NormModelFactory,Pattern Matching,base_norm_model_factory_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/base/objs/NormModelFactory/NormModelFactory.h,src/base/bind_base_photometry.cpp,2026-04-06 已在 bind_base_photometry.cpp 暴露 create 静态工厂方法与 AtmosModel 重载
1,High,Already exported in Python with a small remaining API gap,PhotoModelFactory,Pattern Matching,base_photo_model_factory_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/PhotoModelFactory/PhotoModelFactory.h,isis_pybind_standalone/src/base/bind_base_photometry.cpp,2026-04-04 已在 bind_base_photometry.cpp 暴露 create 静态工厂方法并补最小工厂链单测
1,High,Already exported in Python with a small remaining API gap,AlbedoAtm,Radiometric And Photometric Correction,base_albedo_atm_methods.csv,已转换,Y,1,0,0,0,1,100.00,isis/src/base/objs/AlbedoAtm/AlbedoAtm.h,src/base/bind_base_photometry.cpp,2026-04-06 已在 bind_base_photometry.cpp 暴露构造函数与继承的 NormModel 方法（calc_nrm_albedo/algorithm_name）
1,High,Already exported in Python with a small remaining API gap,Anisotropic2,Radiometric And Photometric Correction,base_anisotropic2_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/Anisotropic2/Anisotropic2.h,src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露构造函数；focused 单测覆盖直接构造/工厂分派/三组 calc_atm_effect 真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,Hapke,Radiometric And Photometric Correction,base_hapke_methods.csv,已转换,Y,14,0,0,0,14,100.00,isis/src/base/objs/Hapke/Hapke.h,isis_pybind_standalone/src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露 Hapke 构造函数与 photo_model_algorithm/set_old_theta；focused 单测覆盖直接构造/工厂分派/三组真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,HapkeAtm1,Radiometric And Photometric Correction,base_hapke_atm1_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/HapkeAtm1/HapkeAtm1.h,src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露构造函数；focused 单测覆盖直接构造/工厂分派/三组 calc_atm_effect 真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,HapkeAtm2,Radiometric And Photometric Correction,base_hapke_atm2_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/HapkeAtm2/HapkeAtm2.h,src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露构造函数；focused 单测覆盖直接构造/工厂分派/三组 calc_atm_effect 真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,Isotropic1,Radiometric And Photometric Correction,base_isotropic1_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/Isotropic1/Isotropic1.h,src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露构造函数；focused 单测覆盖直接构造/工厂分派/三组 calc_atm_effect 真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,Isotropic2,Radiometric And Photometric Correction,base_isotropic2_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/Isotropic2/Isotropic2.h,src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露构造函数；focused 单测覆盖直接构造/工厂分派/三组 calc_atm_effect 真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,ShadeAtm,Radiometric And Photometric Correction,base_shade_atm_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/ShadeAtm/ShadeAtm.h,isis_pybind_standalone/src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露构造函数；focused 单测覆盖直接构造/工厂分派/三组 calc_nrm_albedo 真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,TopoAtm,Radiometric And Photometric Correction,base_topo_atm_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/TopoAtm/TopoAtm.h,isis_pybind_standalone/src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露构造函数；focused 单测覆盖直接构造/工厂分派/三组 calc_nrm_albedo 真值，smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,RosettaOsirisCamera,Rosetta,rosetta_rosetta_osiris_camera_methods.csv,已转换,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/rosetta/objs/RosettaOsirisCamera/RosettaOsirisCamera.h,src/mission/bind_mission_cameras.cpp,相机模型/Spice 依赖；已完成绑定（构造函数、shutter_open_close_times、ck/spk ID方法）
1,High,Already exported in Python with a small remaining API gap,RosettaOsirisCameraDistortionMap,Rosetta,rosetta_rosetta_osiris_camera_distortion_map_methods.csv,已转换,Y,8,0,0,0,8,100.00,reference/upstream_isis/src/rosetta/objs/RosettaOsirisCamera/RosettaOsirisCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,相机模型/Spice 依赖；已完成绑定（构造函数、set_focal_plane、set_undistorted_focal_plane、矩阵配置方法）
1,High,Already exported in Python with a small remaining API gap,Matrix,SensorUtilities,base_matrix_methods.csv,未转换,Y,15,0,0,0,15,100.00,isis/src/base/objs/Matrix/Matrix.h,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,Already exported in Python with a small remaining API gap,CameraPointInfo,"Spice, Instruments, and Cameras",base_camera_point_info_methods.csv,已转换,Y,10,0,0,0,10,100.00,reference/upstream_isis/src/base/objs/CameraPointInfo/CameraPointInfo.h,isis_pybind_standalone/src/bind_camera.cpp,2026-04-08 已在 src/bind_camera.cpp 暴露 CameraPointInfo 全部公开入口，并补本地 mosrange focused 单测与 smoke 覆盖
1,High,Already exported in Python with a small remaining API gap,GroupedStatistics,Statistics,base_grouped_statistics_methods.csv,已转换,Y,5,0,0,0,5,100.00,isis/src/base/objs/GroupedStatistics/GroupedStatistics.h,isis_pybind_standalone/src/bind_statistics.cpp,
1,High,Already exported in Python with a small remaining API gap,Histogram,Statistics,base_histogram_methods.csv,已转换,Y,20,0,0,0,20,100.00,isis/src/base/objs/Histogram/Histogram.h,isis_pybind_standalone/src/bind_statistics.cpp,
1,High,Already exported in Python with a small remaining API gap,VecFilter,Statistics,base_vec_filter_methods.csv,已转换,Y,5,0,0,0,5,100.00,isis/src/base/objs/VecFilter/VecFilter.h,isis_pybind_standalone/src/bind_statistics.cpp,
1,High,Already exported in Python with a small remaining API gap,Environment,System,base_environment_methods.csv,已转换,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/base/objs/Environment/Environment.h,isis_pybind_standalone/src/base/bind_base_utility.cpp,2026-04-08 已在 src/base/bind_base_utility.cpp 暴露静态环境查询接口并新增 focused 单测与 smoke 覆盖
1,High,Already exported in Python with a small remaining API gap,TgoCassisCamera,Trace Gas Orbiter,tgo_tgo_cassis_camera_methods.csv,已转换,Y,7,0,0,0,7,100.00,isis/src/tgo/objs/TgoCassisCamera/TgoCassisCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,TgoCassisDistortionMap,Trace Gas Orbiter,tgo_tgo_cassis_distortion_map_methods.csv,已转换,Y,4,0,0,0,4,100.00,isis/src/tgo/objs/TgoCassisCamera/TgoCassisDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,Angle,Utility,base_angle_methods.csv,已转换,Y,35,0,0,0,35,100.00,reference/upstream_isis/src/base/objs/Angle/Angle.h,isis_pybind_standalone/src/base/bind_base_geometry.cpp; isis_pybind_standalone/src/control/bind_control_core.cpp,2026-04-08 已在 src/base/bind_base_geometry.cpp 同步完成 Angle 构造/单位/算术/比较/字符串接口，并扩展 tests/unitTest/angle_unit_test.py
1,High,Already exported in Python with a small remaining API gap,CollectorMap,Utility,base_collector_map_methods.csv,已转换,Y,21,0,0,0,21,100.00,reference/upstream_isis/src/base/objs/CollectorMap/CollectorMap.h,src/base/bind_base_utility.cpp,2026-04-09 已在 src/base/bind_base_utility.cpp 以稳定的 `CollectorMap<int
1,High,Already exported in Python with a small remaining API gap,LineEquation,Utility,base_line_equation_methods.csv,已转换,Y,11,0,0,0,11,100.00,isis/src/base/objs/LineEquation/LineEquation.h,src/base/bind_base_utility.cpp,2026-03-30 已在 bind_base_utility.cpp 暴露默认构造/二点构造/add_point/slope/intercept/points/defined/have_slope/have_intercept 接口并补充单测
1,High,Already exported in Python with a small remaining API gap,Message,Utility,base_message_methods.csv,已转换,Y,22,0,0,0,22,100.00,reference/upstream_isis/src/base/objs/Message/Message.h,src/base/bind_base_utility.cpp,2026-04-09 已在 src/base/bind_base_utility.cpp 以 `ip.Message` 子模块暴露全部标准消息模板 helper，并补 focused 单测与 smoke 覆盖
1,High,Already exported in Python with a small remaining API gap,Progress,Utility,base_progress_methods.csv,已转换,Y,11,0,0,0,11,100.00,reference/upstream_isis/src/base/objs/Progress/Progress.h,src/base/bind_base_support.cpp,2026-04-09 已在 src/base/bind_base_support.cpp 完成 py::class_ 绑定；focused 单测在 tests/unitTest/progress_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,VikingCamera,Viking,viking_viking_camera_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/viking/objs/VikingCamera/VikingCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、shutter_open_close_times 与 mission-dependent CK/SPK ID；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,VoyagerCamera,Voyager,voyager_voyager_camera_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/voyager/objs/VoyagerCamera/VoyagerCamera.h,src/mission/bind_mission_cameras.cpp,相机模型/Spice 依赖；已完成绑定（构造函数、shutter_open_close_times、ck/spk ID方法）
1,High,Already exported in Python with a small remaining API gap,PhotoModel,Radiometric And Photometric Correction,base_photo_model_methods.csv,已转换,Y,38,1,0,1,39,97.44,isis/src/base/objs/PhotoModel/PhotoModel.h,isis_pybind_standalone/src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 扩展抽象基类接口：parameter getter/setter、phase/list helpers、hfunc 与 pht_acos；focused 单测覆盖基类 API 回归
1,High,Already exported in Python with a small remaining API gap,Process,High Level Cube I/O,base_process_methods.csv,已转换,Y,30,1,0,1,31,96.77,isis/src/base/objs/Process/Process.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,流程/回调接口较多
1,High,Already exported in Python with a small remaining API gap,Buffer,Low Level Cube I/O,base_buffer_methods.csv,已转换,Y,16,1,0,1,17,94.12,isis/src/base/objs/Buffer/Buffer.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,需注意内存生命周期与数据视图映射
1,High,Already exported in Python with a small remaining API gap,CubeCachingAlgorithm,Low Level Cube I/O,base_cube_caching_algorithm_methods.csv,已转换,Y,6,1,0,1,7,85.71,reference/upstream_isis/src/base/objs/CubeCachingAlgorithm/CubeCachingAlgorithm.h,src/bind_low_level_cube_io.cpp,2026-04-09 已在 src/bind_low_level_cube_io.cpp 暴露抽象基类符号与 Python-friendly CacheResult；focused 单测在 tests/unitTest/low_level_cube_io_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,LroWideAngleCamera,Lunar Reconnaissance Orbiter,lro_lro_wide_angle_camera_methods.csv,已转换,Y,6,1,0,1,7,85.71,isis/src/lro/objs/LroWideAngleCamera/LroWideAngleCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-06 已在 bind_mission_cameras.cpp 暴露完整 API 包括 set_band/is_band_independent 和 SPICE ID 方法
1,High,Already exported in Python with a small remaining API gap,GaussianDistribution,Statistics,base_gaussian_distribution_methods.csv,已转换,Y,6,1,0,1,7,85.71,isis/src/base/objs/GaussianDistribution/GaussianDistribution.h,isis_pybind_standalone/src/bind_statistics.cpp,
1,High,Already exported in Python with a small remaining API gap,ProcessByBoxcar,High Level Cube I/O,base_process_by_boxcar_methods.csv,已转换,Y,5,1,0,1,6,83.33,isis/src/base/objs/ProcessByBoxcar/ProcessByBoxcar.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,流程/回调接口较多
1,High,Already exported in Python with a small remaining API gap,MiniRF,Lunar Reconnaissance Orbiter,lro_mini_rf_methods.csv,已转换,Y,5,1,0,1,6,83.33,isis/src/lro/objs/MiniRF/MiniRF.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-06 已在 bind_mission_cameras.cpp 暴露完整 SPICE ID 方法（CK 方法抛出异常符合上游行为）
1,High,Already exported in Python with a small remaining API gap,RosettaVirtisCamera,Rosetta,rosetta_rosetta_virtis_camera_methods.csv,已转换,Y,5,1,0,1,6,83.33,reference/upstream_isis/src/rosetta/objs/RosettaVirtisCamera/RosettaVirtisCamera.h,src/mission/bind_mission_cameras.cpp,相机模型/Spice 依赖；已完成绑定（构造函数、ck/spk ID方法）
1,High,Already exported in Python with a small remaining API gap,LroNarrowAngleCamera,Lunar Reconnaissance Orbiter,lro_lro_narrow_angle_camera_methods.csv,已转换,Y,4,1,0,1,5,80.00,isis/src/lro/objs/LroNarrowAngleCamera/LroNarrowAngleCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-06 已在 bind_mission_cameras.cpp 暴露 ck_frame_id/ck_reference_id/spk_reference_id 方法
1,High,Already exported in Python with a small remaining API gap,MocWideAngleCamera,Mars Global Surveyor,mgs_moc_wide_angle_camera_methods.csv,已转换,Y,4,1,0,1,5,80.00,isis/src/mgs/objs/MocWideAngleCamera/MocWideAngleCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,ProcessByQuickFilter,High Level Cube I/O,base_process_by_quick_filter_methods.csv,已转换,Y,3,1,0,1,4,75.00,isis/src/base/objs/ProcessByQuickFilter/ProcessByQuickFilter.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,流程/回调接口较多
1,High,Already exported in Python with a small remaining API gap,NewHorizonsMvicFrameCameraDistortionMap,New Horizons,newhorizons_new_horizons_mvic_frame_camera_distortion_map_methods.csv,已转换,Y,3,1,0,1,4,75.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsMvicFrameCamera/NewHorizonsMvicFrameCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造与焦平面正反变换；output_deltas 在上游源码中未实现；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,PvlGroup,Parsing,base_pvl_group_methods.csv,已转换,Y,2,1,0,1,3,66.67,isis/src/base/objs/PvlGroup/PvlGroup.h,isis_pybind_standalone/src/base/bind_base_pvl.cpp,
1,High,Fully exported in Python with complete API coverage,DawnFcDistortionMap,Dawn,dawn_dawn_fc_distortion_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/dawn/objs/DawnFcCamera/DawnFcDistortionMap.h,src/mission/bind_mission_cameras.cpp,"亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Fully exported in Python with complete API coverage,KaguyaTcCameraDistortionMap,Kaguya,kaguya_kaguya_tc_camera_distortion_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/kaguya/objs/KaguyaTcCamera/KaguyaTcCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,"亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,Calculator,Math,base_calculator_methods.csv,已转换,Y,50,2,0,2,52,96.15,isis/src/base/objs/Calculator/Calculator.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-25 已在 bind_base_math.cpp 暴露 RPN 计算器主接口；Minimum2/Maximum2 上游源码未实现
1,High,Already exported in Python with a small remaining API gap,AutoReg,Pattern Matching,base_auto_reg_methods.csv,已转换,Y,44,2,0,2,46,95.65,isis/src/base/objs/AutoReg/AutoReg.h,src/base/bind_base_pattern.cpp,2026-04-03 已在 bind_base_pattern.cpp 暴露全部公共方法（抽象基类，通过子类使用）
1,High,Already exported in Python with a small remaining API gap,iTime,Parsing,base_i_time_methods.csv,已转换,Y,21,2,0,2,23,91.30,isis/src/base/objs/iTime/iTime.h,isis_pybind_standalone/src/base/bind_base_support.cpp,
1,High,Already exported in Python with a small remaining API gap,Blob,Low Level Cube I/O,base_blob_methods.csv,已转换,Y,17,2,0,2,19,89.47,reference/upstream_isis/src/base/objs/Blob/Blob.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,2026-04-08 已在 src/bind_low_level_cube_io.cpp 暴露稳定文件/bytes/label 接口与 is_blob helper，并补 focused 单测；默认构造与流式 read/write 后续补
1,High,Already exported in Python with a small remaining API gap,MultivariateStatistics,Statistics,base_multivariate_statistics_methods.csv,已转换,Y,14,2,0,2,16,87.50,isis/src/base/objs/MultivariateStatistics/MultivariateStatistics.h,isis_pybind_standalone/src/bind_statistics.cpp,
1,High,Already exported in Python with a small remaining API gap,BufferManager,Low Level Cube I/O,base_buffer_manager_methods.csv,已转换,Y,5,2,0,2,7,71.43,isis/src/base/objs/BufferManager/BufferManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,需注意内存生命周期与数据视图映射
1,High,Already exported in Python with a small remaining API gap,LineScanCamera,"Spice, Instruments, and Cameras",base_line_scan_camera_methods.csv,已转换,Y,4,2,0,2,6,66.67,isis/src/base/objs/LineScanCamera/LineScanCamera.h,isis_pybind_standalone/src/bind_camera_hierarchy.cpp,相机模型/Spice 依赖；后续建议补真实数据单测
1,High,Already exported in Python with a small remaining API gap,LineScanCameraSkyMap,"Spice, Instruments, and Cameras",base_line_scan_camera_sky_map_methods.csv,已转换,Y,1,2,0,2,3,33.33,isis/src/base/objs/LineScanCameraSkyMap/LineScanCameraSkyMap.h,isis_pybind_standalone/src/bind_camera_maps.cpp; isis_pybind_standalone/src/bind_camera_hierarchy.cpp,第七批已补符号导出；缺少稳定本地 line-scan cube，后续补行为单测
1,High,Already exported in Python with a small remaining API gap,RadarCamera,"Spice, Instruments, and Cameras",base_radar_camera_methods.csv,已转换,Y,1,2,0,2,3,33.33,isis/src/base/objs/RadarCamera/RadarCamera.h,isis_pybind_standalone/src/bind_camera_hierarchy.cpp,相机模型/Spice 依赖；后续建议补真实数据单测
1,High,Already exported in Python with a small remaining API gap,RegionalCachingAlgorithm,Low Level Cube I/O,base_regional_caching_algorithm_methods.csv,已转换,Y,2,0,0,0,2,100.00,reference/upstream_isis/src/base/objs/Cube/RegionalCachingAlgorithm.h,src/bind_low_level_cube_io.cpp,2026-04-09 已在 src/bind_low_level_cube_io.cpp 暴露 recommend_chunks_to_free；focused 单测在 tests/unitTest/low_level_cube_io_unit_test.py；smoke 已补符号
1,High,"Not exported yet, but the class looks small enough for a quick win",PolygonSeederFactory,Pattern Matching,base_polygon_seeder_factory_methods.csv,未转换,N,0,2,0,2,2,0.00,isis/src/base/objs/PolygonSeederFactory/PolygonSeederFactory.h,N/A,工厂类，静态创建接口较多
1,High,"Not exported yet, but the class looks small enough for a quick win",Anisotropic1,Radiometric And Photometric Correction,base_anisotropic1_methods.csv,已转换,N,0,2,0,2,2,0.00,isis/src/base/objs/Anisotropic1/Anisotropic1.h,isis_pybind_standalone/src/base/bind_base_photometry.cpp,2026-04-06 已在 bind_base_photometry.cpp 绑定构造函数并补计算结果单测/烟雾符号
1,High,"Not exported yet, but the class looks small enough for a quick win",Body,SensorUtilities,sensorutilities_body_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；抽象基类/纯虚接口
1,High,"Not exported yet, but the class looks small enough for a quick win",GroundPt2D,SensorUtilities,sensorutilities_ground_pt2_d_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,"Not exported yet, but the class looks small enough for a quick win",GroundPt3D,SensorUtilities,sensorutilities_ground_pt3_d_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,"Not exported yet, but the class looks small enough for a quick win",Illuminator,SensorUtilities,sensorutilities_illuminator_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；抽象基类/纯虚接口
1,High,"Not exported yet, but the class looks small enough for a quick win",ImagePt,SensorUtilities,sensorutilities_image_pt_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,"Not exported yet, but the class looks small enough for a quick win",Intersection,SensorUtilities,sensorutilities_intersection_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,"Not exported yet, but the class looks small enough for a quick win",ObserverState,SensorUtilities,sensorutilities_observer_state_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,"Not exported yet, but the class looks small enough for a quick win",RaDec,SensorUtilities,sensorutilities_ra_dec_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,"Not exported yet, but the class looks small enough for a quick win",Vec,SensorUtilities,sensorutilities_vec_methods.csv,未转换,N,0,2,0,2,2,0.00,N/A,N/A,ISIS 同级 SensorUtilities 库；轻量值类型
1,High,Already exported in Python with a small remaining API gap,Affine,Math,base_affine_methods.csv,已转换,Y,15,3,0,3,18,83.33,isis/src/base/objs/Affine/Affine.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-25 已在 bind_base_math.cpp 暴露默认构造/求解/正反变换接口；静态矩阵工厂与矩阵访问仍待补
1,High,Already exported in Python with a small remaining API gap,CubeIoHandler,Low Level Cube I/O,base_cube_io_handler_methods.csv,已转换,Y,9,3,0,3,12,75.00,reference/upstream_isis/src/base/objs/Cube/CubeIoHandler.h,src/bind_low_level_cube_io.cpp,2026-04-09 已在 src/bind_low_level_cube_io.cpp 通过安全 QFile-owned wrapper 暴露共享 read/write/cache/get_data_size/update_labels 表面；focused 单测在 tests/unitTest/low_level_cube_io_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,FramingCamera,"Spice, Instruments, and Cameras",base_framing_camera_methods.csv,已转换,Y,1,3,0,3,4,25.00,isis/src/base/objs/FramingCamera/FramingCamera.h,isis_pybind_standalone/src/bind_camera_hierarchy.cpp,抽象基类/纯虚接口；相机模型/Spice 依赖；第五批已验证层级关系
1,High,Already exported in Python with a small remaining API gap,RollingShutterCamera,"Spice, Instruments, and Cameras",base_rolling_shutter_camera_methods.csv,已转换,Y,1,3,0,3,4,25.00,isis/src/base/objs/RollingShutterCamera/RollingShutterCamera.h,isis_pybind_standalone/src/bind_camera_hierarchy.cpp,相机模型/Spice 依赖
1,High,"Not exported yet, but the class looks small enough for a quick win",ControlPointV0003,Control Networks,control_control_point_v0003_methods.csv,已转换,N,0,3,0,3,3,0.00,isis/src/control/objs/ControlNetVersioner/ControlPointV0003.h,isis_pybind_standalone/src/control/bind_control_core.cpp,2026-03-22 已在 bind_control_core.cpp 暴露 PVL/升级构造与 protobuf bytes/debug-string 适配接口
1,High,Fully exported in Python with complete API coverage,KaguyaMiCameraDistortionMap,Kaguya,kaguya_kaguya_mi_camera_distortion_map_methods.csv,已转换,Y,4,0,0,0,4,100.00,isis/src/kaguya/objs/KaguyaMiCamera/KaguyaMiCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,"亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
